topicId,P@10,P@50,MAP@100,MAP@20,system
421,0.0,0.04,0.0788690476190476,0.11309523809523808,Mer8Adtd2
422,0.7,0.56,0.6016673076161453,0.7111107317704127,Mer8Adtd2
423,0.7,0.28,0.6826056095246432,0.7686076167984064,Mer8Adtd2
424,0.4,0.4,0.449643253785152,0.5335211629329275,Mer8Adtd2
425,0.8,0.58,0.6451148262949447,0.8173401452348819,Mer8Adtd2
426,0.3,0.14,0.21317083146857943,0.2700757575757575,Mer8Adtd2
427,0.3,0.22,0.3799178497409843,0.5721619389382547,Mer8Adtd2
428,0.1,0.34,0.30220956765836454,0.21857142857142858,Mer8Adtd2
429,0.4,0.16,0.4560980772971369,0.5639747405372405,Mer8Adtd2
430,0.4,0.12,0.48683322791482175,0.5454901960784313,Mer8Adtd2
431,0.9,0.76,0.8010971955529683,0.8999244697129115,Mer8Adtd2
432,0.0,0.02,0.03361581920903955,0.0,Mer8Adtd2
433,0.1,0.04,0.08083028083028082,0.14285714285714285,Mer8Adtd2
434,0.8,0.56,0.6310555128583418,0.7777759131265918,Mer8Adtd2
435,0.2,0.14,0.20471120261070544,0.3145363408521303,Mer8Adtd2
436,0.4,0.2,0.34036574020119315,0.5352704678362573,Mer8Adtd2
437,0.1,0.06,0.10193792558319321,0.14285714285714285,Mer8Adtd2
438,0.6,0.4,0.5083522345942206,0.6655822058202089,Mer8Adtd2
439,0.2,0.14,0.20113192724659226,0.3026315789473684,Mer8Adtd2
440,0.2,0.12,0.34805647511529864,0.4325609031491385,Mer8Adtd2
441,0.7,0.24,0.6549753079164844,0.7313423685972705,Mer8Adtd2
442,0.1,0.08,0.0859058129147988,0.16666666666666666,Mer8Adtd2
443,0.1,0.18,0.20317507435409018,0.19409722222222223,Mer8Adtd2
444,0.9,0.28,0.7830293012862064,0.9558119658119659,Mer8Adtd2
445,0.3,0.24,0.34471298405550155,0.4946581196581197,Mer8Adtd2
446,0.7,0.36,0.5258910720506758,0.8005497198879551,Mer8Adtd2
447,0.0,0.04,0.06044945579829301,0.09090909090909091,Mer8Adtd2
448,0.3,0.08,0.5319047619047619,0.65,Mer8Adtd2
449,0.4,0.24,0.41434050100418435,0.5627217553688142,Mer8Adtd2
450,0.8,0.64,0.7281406425514496,0.8705032894319912,Mer8Adtd2
401,0.3,0.24,0.2954934352521141,0.4736402486402487,MITSLStd
402,0.7,0.36,0.5757644217107133,0.7842869205098307,MITSLStd
403,0.9,0.4,0.8332501959602799,0.8996113006682859,MITSLStd
404,0.4,0.36,0.4395398649094575,0.61984388053467,MITSLStd
405,0.2,0.2,0.3055146301296664,0.3535803482232054,MITSLStd
406,0.4,0.2,0.5183339355788054,0.7226731601731602,MITSLStd
407,0.7,0.48,0.6394611114802058,0.7357390176043427,MITSLStd
408,0.4,0.5,0.49096426849533586,0.7101971557853911,MITSLStd
409,0.4,0.16,0.34968400940623157,0.4593650793650793,MITSLStd
410,1.0,0.84,0.8957151353224551,0.9695861940912452,MITSLStd
411,0.5,0.22,0.5583582358397954,0.6871492704826039,MITSLStd
412,0.8,0.48,0.5896663910036856,0.8370532245532245,MITSLStd
413,0.4,0.18,0.2808539389846598,0.37047619047619046,MITSLStd
414,0.4,0.26,0.37415075002832293,0.5609649122807018,MITSLStd
415,0.9,0.74,0.8136840046924153,0.9240646813531233,MITSLStd
416,0.5,0.38,0.3632450305097336,0.38767184505381097,MITSLStd
417,0.6,0.28,0.47165498404746486,0.7410774410774411,MITSLStd
418,0.7,0.42,0.5187003834633818,0.7924110384894698,MITSLStd
419,0.3,0.1,0.27107255667038277,0.44722222222222224,MITSLStd
420,0.9,0.3,0.6540318966699498,0.91942973805322,MITSLStd
421,0.0,0.1,0.09686464430709957,0.09728506787330317,MITSLStd
422,0.5,0.64,0.6294381673625162,0.6686105904759156,MITSLStd
423,0.9,0.34,0.8072064718143149,0.9210091612402537,MITSLStd
424,0.4,0.64,0.5647890651387113,0.4813651745258838,MITSLStd
425,1.0,0.84,0.849941291306801,0.9973684210526316,MITSLStd
426,0.1,0.32,0.2914321157160327,0.21038510101010102,MITSLStd
427,0.7,0.3,0.5492066319124566,0.8486111111111113,MITSLStd
428,0.5,0.52,0.5023026224216287,0.5663095238095238,MITSLStd
429,0.3,0.22,0.2908958457086799,0.3145378151260504,MITSLStd
430,0.4,0.12,0.7418803418803419,0.7418803418803419,MITSLStd
431,0.9,0.6,0.6949989349131807,0.9027897962568049,MITSLStd
432,0.0,0.0,0.014285714285714285,0.0,MITSLStd
433,0.2,0.1,0.3161446514387691,0.5254901960784314,MITSLStd
434,0.9,0.86,0.8679484312880532,0.9244120192004609,MITSLStd
435,0.2,0.16,0.295441105650733,0.7291666666666666,MITSLStd
436,0.5,0.46,0.47893907232367855,0.5778048340548341,MITSLStd
437,0.1,0.1,0.12251069175362184,0.3333333333333333,MITSLStd
438,0.8,0.46,0.5778820744886928,0.886311787627577,MITSLStd
439,0.1,0.12,0.12689076884922448,0.17763157894736842,MITSLStd
440,0.3,0.2,0.28579004131538743,0.3277050698822039,MITSLStd
441,0.8,0.34,0.7135437634393605,0.8375222816399287,MITSLStd
442,0.2,0.06,0.25877352150537636,0.625,MITSLStd
443,0.5,0.54,0.5700722438402681,0.5964705306119503,MITSLStd
444,1.0,0.32,0.9399012445887446,0.9702380952380952,MITSLStd
445,0.8,0.32,0.7016696826265509,0.9036297036297035,MITSLStd
446,0.5,0.6,0.5919794776487232,0.60194161156728,MITSLStd
447,0.4,0.14,0.25027381986974606,0.4833333333333333,MITSLStd
448,0.1,0.04,0.14039101819589628,0.5,MITSLStd
449,0.2,0.18,0.1778874891503134,0.19365079365079366,MITSLStd
450,0.7,0.86,0.8223014841465528,0.7752121426702562,MITSLStd
401,0.0,0.04,0.055351877402694094,0.09090909090909091,ok8amxc
402,0.6,0.34,0.5375646037423684,0.7330654639478168,ok8amxc
403,1.0,0.36,0.8804584532658206,0.9827786377708978,ok8amxc
404,0.6,0.34,0.44334747721572465,0.5995940170940172,ok8amxc
405,0.3,0.26,0.39711801948245035,0.5136468622536734,ok8amxc
406,0.6,0.18,0.507145374484084,0.7185897435897435,ok8amxc
407,0.9,0.52,0.6808505554658965,0.88047148684035,ok8amxc
408,0.6,0.34,0.4408621985490528,0.6875850340136055,ok8amxc
409,0.3,0.12,0.32527126928684075,0.7777777777777778,ok8amxc
410,1.0,0.88,0.9271726653774224,1.0,ok8amxc
411,0.7,0.24,0.7262089963176921,0.7836247086247087,ok8amxc
412,0.6,0.44,0.5186736109357919,0.6083508937015725,ok8amxc
413,0.9,0.46,0.6589080848283317,0.9066769539983826,ok8amxc
414,0.3,0.16,0.29127146873392235,0.4856060606060606,ok8amxc
415,1.0,0.86,0.898051247082758,1.0,ok8amxc
416,0.5,0.36,0.4568088592417998,0.575643654591023,ok8amxc
417,0.6,0.38,0.504337183558498,0.7337060600218495,ok8amxc
418,0.7,0.66,0.7009180355089502,0.7983401052728781,ok8amxc
419,0.2,0.14,0.3018226251564352,0.5075757575757576,ok8amxc
420,1.0,0.32,0.6921953679110144,0.9438403701561597,ok8amxc
421,0.2,0.14,0.1781824555238836,0.24162087912087912,ok8amxc
422,0.9,0.68,0.7263856607519558,0.9161156147528329,ok8amxc
423,0.8,0.3,0.779785888175834,0.8895795443872369,ok8amxc
424,0.6,0.54,0.5930152983443396,0.729665378481168,ok8amxc
425,1.0,0.84,0.8680834172056118,0.9945983379501384,ok8amxc
426,0.2,0.18,0.24157020575023624,0.28976178190574475,ok8amxc
427,0.6,0.44,0.47066635181862687,0.6324229691876752,ok8amxc
428,0.3,0.48,0.4521639468452549,0.442016499582289,ok8amxc
429,0.4,0.22,0.36772448330889884,0.5042424242424242,ok8amxc
430,0.3,0.12,0.5561038011695907,0.5561038011695907,ok8amxc
431,0.9,0.64,0.7298649094218016,0.882356055250792,ok8amxc
432,0.1,0.12,0.1263996520677029,0.1875,ok8amxc
433,0.1,0.04,0.07067914515203672,0.125,ok8amxc
434,0.9,0.88,0.8689679120216043,0.9160440987612724,ok8amxc
435,0.3,0.32,0.36189996846473677,0.5070300847611772,ok8amxc
436,0.0,0.3,0.28162984829072363,0.09166666666666667,ok8amxc
437,0.1,0.04,0.07631578947368421,0.1,ok8amxc
438,0.6,0.48,0.49937723651527566,0.5709966017241559,ok8amxc
439,0.2,0.06,0.1268862320104556,0.225,ok8amxc
440,0.7,0.32,0.4936117146095904,0.7310846560846561,ok8amxc
441,0.6,0.26,0.6346772770286702,0.8230820105820105,ok8amxc
442,0.2,0.1,0.12398441073133047,0.17142857142857143,ok8amxc
443,0.6,0.26,0.46635891314300254,0.5948680461838357,ok8amxc
444,0.9,0.3,0.8241575509317445,0.9155423280423279,ok8amxc
445,0.6,0.3,0.5345668137162315,0.7668128654970761,ok8amxc
446,0.8,0.7,0.7406760979693975,0.8360100700812775,ok8amxc
447,0.5,0.32,0.587184243155353,0.6688552675394781,ok8amxc
448,0.4,0.16,0.3238209541062802,0.372562358276644,ok8amxc
449,0.4,0.24,0.355516524141578,0.5909090909090909,ok8amxc
450,0.9,0.74,0.7685074186301752,0.8766700225450907,ok8amxc
401,0.0,0.06,0.07696966520495932,0.09215686274509804,pir9Aa1
402,0.6,0.42,0.4969333263255196,0.6602000287294405,pir9Aa1
403,0.9,0.38,0.7668804021216673,0.847111523345076,pir9Aa1
404,0.6,0.28,0.41835641258895345,0.8708333333333332,pir9Aa1
405,0.4,0.18,0.38295638327398757,0.5211991711991713,pir9Aa1
406,0.4,0.16,0.4179107531006265,0.6422222222222221,pir9Aa1
407,0.5,0.36,0.4445355988644939,0.5842444048326401,pir9Aa1
408,0.5,0.46,0.507512182926615,0.7295821462488129,pir9Aa1
409,0.3,0.1,0.3765793397144186,0.7019230769230769,pir9Aa1
410,1.0,0.68,0.805612341014043,0.9846178286129265,pir9Aa1
411,0.6,0.2,0.6075038310834698,0.889848246991104,pir9Aa1
412,0.3,0.22,0.33243945082240617,0.5825,pir9Aa1
413,0.7,0.32,0.5877424448870944,0.8657050020686383,pir9Aa1
414,0.3,0.24,0.2801973433640057,0.3720179738562091,pir9Aa1
415,0.7,0.5,0.5985464124702351,0.7164257382910634,pir9Aa1
416,0.5,0.38,0.43896292646438645,0.6137426900584795,pir9Aa1
417,0.3,0.12,0.30646680409851373,0.9166666666666666,pir9Aa1
418,0.8,0.42,0.5405290831582584,0.7898690881311201,pir9Aa1
419,0.2,0.18,0.2760026712727282,0.3916214779372674,pir9Aa1
420,0.9,0.36,0.6808857680977496,0.8626653439153437,pir9Aa1
421,0.2,0.08,0.16370865674989388,0.24444444444444446,pir9Aa1
422,0.0,0.28,0.2964296424028182,0.21446616678814823,pir9Aa1
423,0.8,0.4,0.780058785432809,0.8534285597443493,pir9Aa1
424,0.4,0.44,0.4504283872418,0.5107866704374057,pir9Aa1
425,0.6,0.38,0.4733112484878778,0.6290601503759399,pir9Aa1
426,0.5,0.46,0.5556721360051197,0.6894131871193508,pir9Aa1
427,0.5,0.3,0.40603890351865557,0.5301112467779134,pir9Aa1
428,0.4,0.46,0.46168674265868187,0.4871038802645895,pir9Aa1
429,0.3,0.22,0.3391229921561555,0.3660769570986289,pir9Aa1
430,0.4,0.12,0.6458333333333333,0.6458333333333333,pir9Aa1
431,0.5,0.4,0.4909860353919183,0.7283125905932925,pir9Aa1
432,0.1,0.02,0.06612903225806452,0.1,pir9Aa1
433,0.3,0.1,0.315545643770443,0.49999999999999994,pir9Aa1
434,0.7,0.46,0.5099500507180835,0.7021460402342756,pir9Aa1
435,0.4,0.22,0.3468141446052958,0.8041666666666667,pir9Aa1
436,0.3,0.22,0.315866007764263,0.5830237358101135,pir9Aa1
437,0.1,0.06,0.09016897816036984,0.11437908496732026,pir9Aa1
438,0.1,0.14,0.15003260928036372,0.17692307692307693,pir9Aa1
439,0.3,0.06,0.15817758127540735,0.2851851851851852,pir9Aa1
440,0.5,0.3,0.3464833964448161,0.38596491228070173,pir9Aa1
441,0.7,0.34,0.7432192437754325,0.7763391039153975,pir9Aa1
442,0.1,0.04,0.0951575556226719,0.2,pir9Aa1
443,0.5,0.24,0.32974983088898696,0.3836500974658869,pir9Aa1
444,0.9,0.3,0.8480481283422459,0.9750688705234158,pir9Aa1
445,0.3,0.3,0.4300670718800094,0.49183348328085164,pir9Aa1
446,0.2,0.24,0.29995783041140245,0.4229347041847042,pir9Aa1
447,0.7,0.32,0.8427328574203574,0.8663885717457146,pir9Aa1
448,0.1,0.04,0.07555442646083212,0.16666666666666666,pir9Aa1
449,0.3,0.18,0.28115365149541854,0.33757282817433193,pir9Aa1
450,0.8,0.72,0.7301183913092469,0.8366248675072206,pir9Aa1
401,0.0,0.0,0.010309278350515464,0.0,plt8ah2
402,0.5,0.3,0.42677696057569775,0.6269841269841269,plt8ah2
403,0.9,0.34,0.6993702763817705,0.7715478965478966,plt8ah2
404,0.3,0.28,0.3134478611664281,0.2990668994870676,plt8ah2
405,0.3,0.1,0.3966161817469007,0.6246503496503497,plt8ah2
406,0.4,0.16,0.39470282887402447,0.5302564102564102,plt8ah2
407,0.4,0.2,0.38710396866959235,0.6090811965811965,plt8ah2
408,0.5,0.3,0.38802125976462887,0.6338068181818182,plt8ah2
409,0.2,0.12,0.23329919345454445,0.4909090909090909,plt8ah2
410,0.0,0.04,0.05701357466063348,0.07692307692307693,plt8ah2
411,0.3,0.12,0.29366116796933023,0.5379901960784313,plt8ah2
412,0.0,0.0,0.0,0.0,plt8ah2
413,0.4,0.22,0.39687169962921043,0.5632343846629561,plt8ah2
414,0.4,0.2,0.3070687600935543,0.51,plt8ah2
415,1.0,0.66,0.7423894048395882,0.9581962719298246,plt8ah2
416,0.5,0.38,0.47877847380824606,0.6114041913061522,plt8ah2
417,0.1,0.04,0.28125,0.5,plt8ah2
418,0.7,0.36,0.5645401707746656,0.8235770402437069,plt8ah2
419,0.3,0.08,0.15292284205327683,0.22962962962962963,plt8ah2
420,0.6,0.24,0.5469062403999274,0.6928153717627401,plt8ah2
421,0.2,0.08,0.3570995284822225,0.519298245614035,plt8ah2
422,0.0,0.12,0.12410372031853306,0.09126984126984126,plt8ah2
423,0.6,0.32,0.6143172737005964,0.7315014778250072,plt8ah2
424,0.1,0.02,0.10087719298245613,0.16666666666666666,plt8ah2
425,0.9,0.6,0.7353178946239913,0.8830439171359256,plt8ah2
426,0.0,0.04,0.05372226863454934,0.0,plt8ah2
427,0.4,0.24,0.3154720224098159,0.49861111111111106,plt8ah2
428,0.1,0.18,0.17833141254828422,0.1988888888888889,plt8ah2
429,0.0,0.0,0.0,0.0,plt8ah2
430,0.3,0.12,0.5883190883190883,0.6615384615384615,plt8ah2
431,1.0,0.64,0.7338533245826594,0.9642508798391152,plt8ah2
432,0.0,0.0,0.0,0.0,plt8ah2
433,0.0,0.02,0.04696856768356936,0.07692307692307693,plt8ah2
434,0.8,0.58,0.6223006701168561,0.7744438254053639,plt8ah2
435,0.3,0.1,0.4183876183876184,0.7166666666666667,plt8ah2
436,0.1,0.1,0.1278518919868791,0.19090909090909092,plt8ah2
437,0.0,0.08,0.09266431784602847,0.0900735294117647,plt8ah2
438,0.2,0.2,0.2951874558433273,0.6000000000000001,plt8ah2
439,0.2,0.06,0.13203497615262322,0.2,plt8ah2
440,0.0,0.06,0.056002331002331,0.0,plt8ah2
441,0.7,0.22,0.572600916494189,0.8442401960784314,plt8ah2
442,0.1,0.04,0.16346153846153846,0.25,plt8ah2
443,0.3,0.26,0.30054667124855283,0.31212486344065293,plt8ah2
444,0.0,0.02,0.0625,0.0625,plt8ah2
445,0.5,0.16,0.4971058342727347,0.6627344877344877,plt8ah2
446,0.0,0.06,0.06389670172564908,0.0,plt8ah2
447,0.4,0.2,0.46883925492820455,0.7430555555555555,plt8ah2
448,0.1,0.06,0.391232423490488,1.0,plt8ah2
449,0.5,0.18,0.3707196447479698,0.6188492063492063,plt8ah2
450,1.0,0.78,0.8375328204224105,0.9903478419231471,plt8ah2
401,0.0,0.0,0.0,0.0,ric8dpn
402,0.5,0.32,0.47063717375583486,0.7058596009253904,ric8dpn
403,0.9,0.32,0.791342571461156,0.9011537190633829,ric8dpn
404,0.2,0.22,0.25157419173977597,0.16620370370370371,ric8dpn
405,0.4,0.18,0.31641352232291603,0.42777777777777776,ric8dpn
406,0.5,0.2,0.4075367222823131,0.611111111111111,ric8dpn
407,0.3,0.3,0.3507608318644015,0.4840129233511587,ric8dpn
408,0.4,0.28,0.3891542189158197,0.6923705379587731,ric8dpn
409,0.2,0.16,0.213469576894054,0.3138888888888889,ric8dpn
410,0.9,0.82,0.8448903570208727,0.944319392481157,ric8dpn
411,0.4,0.18,0.4068086219590202,0.551797385620915,ric8dpn
412,0.7,0.56,0.5927010545319079,0.6743581192138246,ric8dpn
413,0.0,0.12,0.1301813088851394,0.08333333333333333,ric8dpn
414,0.3,0.24,0.27248382699328044,0.36737012987012985,ric8dpn
415,0.9,0.66,0.7511581138647412,0.9013502380617319,ric8dpn
416,0.4,0.4,0.437832953067209,0.5312042124542125,ric8dpn
417,0.8,0.46,0.5689692224330155,0.8453093203093203,ric8dpn
418,0.6,0.5,0.5521443489197014,0.7951065282404994,ric8dpn
419,0.2,0.14,0.3006383169465606,0.48068181818181815,ric8dpn
420,0.9,0.22,0.7188202841340231,0.9809090909090908,ric8dpn
421,0.3,0.16,0.3248954265187853,0.6096503496503496,ric8dpn
422,0.8,0.18,0.5971332823431773,0.959375,ric8dpn
423,0.9,0.32,0.7462008306706386,0.9326548451548452,ric8dpn
424,0.2,0.34,0.33039156565789823,0.28098208980561923,ric8dpn
425,0.7,0.56,0.6117271511349595,0.723017380489185,ric8dpn
426,0.1,0.1,0.21079868941993538,1.0,ric8dpn
427,0.5,0.24,0.4264254162837763,0.9047619047619048,ric8dpn
428,0.2,0.42,0.4014997167464102,0.2684042809042809,ric8dpn
429,0.4,0.22,0.3615960249427991,0.43174603174603177,ric8dpn
430,0.3,0.12,0.6817460317460319,0.6817460317460319,ric8dpn
431,0.7,0.54,0.5773108259254359,0.6351892173873599,ric8dpn
432,0.0,0.0,0.027766042049803666,0.0,ric8dpn
433,0.3,0.1,0.26333510544036853,0.2949494949494949,ric8dpn
434,1.0,0.82,0.8396441317971398,0.9597720512353549,ric8dpn
435,0.3,0.32,0.34517847102530436,0.5333333333333333,ric8dpn
436,0.4,0.32,0.3897963169043779,0.49859584859584855,ric8dpn
437,0.0,0.06,0.07653653994065159,0.08333333333333333,ric8dpn
438,0.6,0.36,0.461887633245024,0.6771885521885523,ric8dpn
439,0.1,0.06,0.10008379798240243,0.16666666666666666,ric8dpn
440,0.7,0.38,0.5456207829906038,0.8047596194655018,ric8dpn
441,0.7,0.34,0.6970474884133301,0.8216013071895425,ric8dpn
442,0.3,0.08,0.5211689939133548,0.75,ric8dpn
443,0.3,0.16,0.23716526080105638,0.342967032967033,ric8dpn
444,0.9,0.32,0.8249379126494599,0.9000548147309282,ric8dpn
445,0.6,0.3,0.5039081402149329,0.5906052281052282,ric8dpn
446,0.0,0.0,0.0,0.0,ric8dpn
447,0.5,0.26,0.4662324722957838,0.7903138528138527,ric8dpn
448,0.1,0.04,0.1858974358974359,0.25,ric8dpn
449,0.4,0.18,0.33599561441234554,0.42025335775335776,ric8dpn
450,0.7,0.7,0.6693122656846039,0.7071215315963215,ric8dpn
401,0.0,0.0,0.031157101230463235,0.0,UB99T
402,0.0,0.06,0.07117780955295078,0.06666666666666667,UB99T
403,0.5,0.16,0.3463464545606708,0.4859649122807017,UB99T
404,0.1,0.18,0.16947122603644707,0.13831908831908832,UB99T
405,0.1,0.1,0.12264947889125159,0.14835164835164835,UB99T
406,0.0,0.0,0.019230769230769232,0.0,UB99T
407,0.1,0.06,0.20919090199604984,1.0,UB99T
408,0.0,0.06,0.07376284760758116,0.058823529411764705,UB99T
409,0.1,0.08,0.1120580808080808,0.1111111111111111,UB99T
410,0.0,0.02,0.030303030303030304,0.0,UB99T
411,0.1,0.04,0.07055694618272841,0.125,UB99T
412,0.2,0.08,0.18295454545454545,0.24318181818181817,UB99T
413,0.0,0.1,0.08662540786142339,0.08333333333333333,UB99T
414,0.0,0.14,0.11034209923746659,0.10049019607843138,UB99T
415,0.4,0.32,0.4137790369225044,0.5453024372142019,UB99T
416,0.3,0.18,0.25626968522600513,0.291859243697479,UB99T
417,0.2,0.08,0.17309639352918518,0.41666666666666663,UB99T
418,0.0,0.04,0.07045454545454546,0.05,UB99T
419,0.2,0.1,0.2845490716180371,0.6,UB99T
420,0.3,0.08,0.23346560846560843,0.26190476190476186,UB99T
421,0.0,0.04,0.04228702386597124,0.0,UB99T
422,0.1,0.06,0.17106037802664778,0.5,UB99T
423,0.4,0.18,0.5152792410375829,0.6562049062049063,UB99T
424,0.1,0.16,0.1724761351372635,0.17965367965367965,UB99T
425,0.2,0.14,0.2658055370494284,0.4963235294117647,UB99T
426,0.2,0.04,0.1978021978021978,0.26785714285714285,UB99T
427,0.0,0.1,0.08577727188980384,0.058823529411764705,UB99T
428,0.0,0.02,0.02702702702702703,0.0,UB99T
429,0.2,0.06,0.3232323232323232,0.41666666666666663,UB99T
430,0.1,0.02,0.125,0.125,UB99T
431,0.8,0.5,0.7459010999089384,0.9034950394784956,UB99T
432,0.0,0.0,0.0,0.0,UB99T
433,0.0,0.0,0.0,0.0,UB99T
434,0.1,0.3,0.2596454870254779,0.18535247432306257,UB99T
435,0.5,0.26,0.4212003954305601,0.771164021164021,UB99T
436,0.0,0.04,0.05624478446082287,0.0,UB99T
437,0.1,0.08,0.10371985096249803,0.14090909090909093,UB99T
438,0.4,0.3,0.3432619924739402,0.43786127980206924,UB99T
439,0.0,0.02,0.0393028024606972,0.05263157894736842,UB99T
440,0.3,0.08,0.2202143212641533,0.3416666666666666,UB99T
441,0.1,0.04,0.5833333333333334,0.5833333333333334,UB99T
442,0.0,0.0,0.0,0.0,UB99T
443,0.2,0.18,0.24366656160828393,0.37543859649122807,UB99T
444,0.1,0.02,0.5,0.5,UB99T
445,0.5,0.16,0.46888082505729567,0.5514159451659452,UB99T
446,0.0,0.02,0.021980676328502417,0.0,UB99T
447,0.0,0.0,0.0,0.0,UB99T
448,0.1,0.04,0.07555555555555556,0.1111111111111111,UB99T
449,0.1,0.04,0.2916666666666667,0.5,UB99T
450,0.1,0.22,0.2482412006433757,0.20188820467458238,UB99T
