topicId,P@10,P@50,MAP@100,MAP@20,system
441,0.5,0.2,0.6597539394460216,0.7139013764013764,isa25t
442,0.0,0.0,0.0,0.0,isa25t
443,0.2,0.04,0.1612359550561798,0.225,isa25t
444,0.0,0.0,0.0,0.0,isa25t
445,0.2,0.06,0.1984848484848485,0.24444444444444446,isa25t
446,0.0,0.0,0.0,0.0,isa25t
447,0.0,0.0,0.0,0.0,isa25t
448,0.0,0.0,0.010309278350515464,0.0,isa25t
449,0.0,0.0,0.0,0.0,isa25t
450,0.6,0.38,0.4704276229168095,0.5907927856457268,isa25t
401,0.0,0.02,0.039761444483896846,0.0,mds08a2
402,0.5,0.32,0.46562961251848517,0.6950109649122806,mds08a2
403,0.9,0.4,0.7909572372072373,0.8442599934787436,mds08a2
404,0.0,0.16,0.23674750745989653,0.12485380116959065,mds08a2
405,0.4,0.2,0.3055044698004467,0.3874639249639249,mds08a2
406,0.3,0.18,0.30677523490187536,0.4124999999999999,mds08a2
407,0.5,0.38,0.49904766442360565,0.5931182852235483,mds08a2
408,0.4,0.3,0.38130099757544855,0.6118149824032176,mds08a2
409,0.2,0.14,0.24962212193256733,0.40243055555555557,mds08a2
410,1.0,0.86,0.8886492742163136,0.9739721590035261,mds08a2
411,0.4,0.18,0.38578472991263685,0.5033730158730159,mds08a2
412,0.1,0.14,0.14139870126656143,0.18382352941176472,mds08a2
413,0.5,0.3,0.44905196750986853,0.7132962275819418,mds08a2
414,0.3,0.24,0.3179112341487623,0.4368970315398887,mds08a2
415,0.9,0.66,0.6901038418812739,0.8271213419578357,mds08a2
416,0.5,0.36,0.4056351984631196,0.5413832199546486,mds08a2
417,0.1,0.12,0.18543117949949717,0.2699346405228758,mds08a2
418,0.9,0.34,0.5467988766188728,0.8862085769980507,mds08a2
419,0.3,0.1,0.18475268073331025,0.2714285714285714,mds08a2
420,0.6,0.28,0.5419882262640322,0.7519179894179894,mds08a2
421,0.0,0.04,0.06569729697428814,0.09090909090909091,mds08a2
422,0.5,0.26,0.3327859740443402,0.43009259259259264,mds08a2
423,0.9,0.32,0.7433757307885576,0.8365238574062105,mds08a2
424,0.1,0.12,0.11261703534564993,0.125,mds08a2
425,0.9,0.68,0.7670706697853008,0.9193151801556464,mds08a2
426,0.2,0.16,0.18993757590608562,0.2111111111111111,mds08a2
427,0.5,0.24,0.3380643572281452,0.4823934837092732,mds08a2
428,0.3,0.3,0.32910405950520705,0.29741479925303455,mds08a2
429,0.4,0.22,0.3254037612296401,0.3881313131313131,mds08a2
430,0.3,0.1,0.5012300423590745,0.6708333333333333,mds08a2
431,0.9,0.68,0.7328539099699771,0.8153355838025924,mds08a2
432,0.0,0.02,0.023026315789473686,0.0,mds08a2
433,0.2,0.06,0.2882205513784461,0.39285714285714285,mds08a2
434,0.9,0.62,0.7063417693538402,0.9021685323083352,mds08a2
435,0.3,0.14,0.39566993464052286,0.6222222222222222,mds08a2
436,0.2,0.18,0.19470625921713405,0.20543859649122806,mds08a2
437,0.1,0.1,0.11208741905270851,0.14285714285714285,mds08a2
438,0.6,0.26,0.39636286050855857,0.682142857142857,mds08a2
439,0.1,0.06,0.12402685954633463,0.2159090909090909,mds08a2
440,0.0,0.14,0.15125154233849886,0.15606060606060607,mds08a2
441,0.7,0.34,0.6656330183504098,0.7775503663003663,mds08a2
442,0.1,0.1,0.23779169694957286,0.43977591036414565,mds08a2
443,0.2,0.24,0.2700679389584894,0.33484848484848484,mds08a2
444,0.8,0.3,0.7570978875109038,0.9279040404040404,mds08a2
445,0.7,0.28,0.596639506871941,0.86167004048583,mds08a2
446,0.4,0.16,0.3275056166535576,0.6138888888888889,mds08a2
447,0.5,0.28,0.597689365524536,0.7491996639723912,mds08a2
448,0.1,0.04,0.3125,0.3125,mds08a2
449,0.2,0.22,0.2857921635456197,0.35368104118104116,mds08a2
450,0.9,0.84,0.8513193387517474,0.93585381814226,mds08a2
401,0.2,0.1,0.2265566041914081,0.5032679738562091,Mer8Adtd2
402,0.6,0.28,0.46792016720678625,0.7314111814111813,Mer8Adtd2
403,0.7,0.36,0.6014095306567048,0.6710987280825338,Mer8Adtd2
404,0.4,0.38,0.4053438844985551,0.4673895110737217,Mer8Adtd2
405,0.3,0.22,0.2658194085831512,0.3365079365079365,Mer8Adtd2
406,0.4,0.14,0.44788807779003853,0.5401418143014781,Mer8Adtd2
407,0.8,0.36,0.5476776732844348,0.7983105912930474,Mer8Adtd2
408,0.4,0.42,0.4201064876717091,0.5731481481481481,Mer8Adtd2
409,0.3,0.18,0.37716882897803944,0.5359649122807018,Mer8Adtd2
410,1.0,0.82,0.9178060887069555,1.0,Mer8Adtd2
411,0.5,0.16,0.423197720439488,0.6322751322751322,Mer8Adtd2
412,0.7,0.32,0.5604125964231911,0.8041572949467687,Mer8Adtd2
413,0.2,0.1,0.22821452850701562,0.49074074074074076,Mer8Adtd2
414,0.4,0.22,0.347461238763231,0.6722222222222223,Mer8Adtd2
415,0.9,0.68,0.7475483362026893,0.9019518256940857,Mer8Adtd2
416,0.3,0.36,0.3682329852616928,0.3947725114391781,Mer8Adtd2
417,0.8,0.42,0.5817688105829263,0.8858585858585859,Mer8Adtd2
418,0.6,0.42,0.5362155200291087,0.7720609183844477,Mer8Adtd2
419,0.1,0.04,0.24358974358974358,0.24358974358974358,Mer8Adtd2
420,0.7,0.3,0.5562118552772123,0.7184649122807018,Mer8Adtd2
